"FIRST-BOOK-DATE","03/27/2025"
"EXM","JFG","","06/09/2025","06/16/2025","94","RQ"
"HBA","JFG","","06/09/2025","06/16/2025","32","RQ"
"MEL","D5","","06/09/2025","06/16/2025","77","RQ"
"MEL","DSANDS","","06/09/2025","06/16/2025","122","RQ"
"MEL","JFG","","06/09/2025","06/16/2025","34","RQ"
"PER","D5","","06/09/2025","06/16/2025","77","RQ"
"PER","DSANDS","","06/09/2025","06/16/2025","124","RQ"
"PER","JFG","","06/09/2025","06/16/2025","46","RQ"
"SYD","D5","","06/09/2025","06/16/2025","77","RQ"
"SYD","DSANDS","","06/09/2025","06/16/2025","122","RQ"
"SYD","JFG","","06/09/2025","06/16/2025","23","RQ"
"ADL","D5","","06/16/2025","06/23/2025","77","RQ"
"ADL","DSANDS","","06/16/2025","06/23/2025","129","RQ"
"ADL","JFG","","06/16/2025","06/23/2025","25","RQ"
"ASP","D5","","06/16/2025","06/23/2025","77","RQ"
"ASP","DSANDS","","06/16/2025","06/23/2025","127","RQ"
"ASP","JFG","","06/16/2025","06/23/2025","57","RQ"
"BME","D5","","06/16/2025","06/23/2025","125","RQ"
"BME","DSANDS","","06/16/2025","06/23/2025","138","RQ"
"BME","JFG","","06/16/2025","06/23/2025","99","RQ"
"BNE","D5","","06/16/2025","06/23/2025","77","RQ"
"BNE","DSANDS","","06/16/2025","06/23/2025","127","RQ"
"BNE","JFG","","06/16/2025","06/23/2025","25","RQ"
"CNS","D5","","06/16/2025","06/23/2025","77","RQ"
"CNS","DSANDS","","06/16/2025","06/23/2025","127","RQ"
"CNS","JFG","","06/16/2025","06/23/2025","23","RQ"
"DWN","D5","","06/16/2025","06/23/2025","77","RQ"
"DWN","DSANDS","","06/16/2025","06/23/2025","127","RQ"
"DWN","JFG","","06/16/2025","06/23/2025","59","RQ"
"EXM","D5","","06/16/2025","06/23/2025","104","RQ"
"EXM","DSANDS","","06/16/2025","06/23/2025","138","RQ"
"EXM","JFG","","06/16/2025","06/23/2025","99","RQ"
"HBA","JFG","","06/16/2025","06/23/2025","32","RQ"
"MEL","D5","","06/16/2025","06/23/2025","77","RQ"
"MEL","DSANDS","","06/16/2025","06/23/2025","122","RQ"
"MEL","JFG","","06/16/2025","06/23/2025","34","RQ"
"PER","D5","","06/16/2025","06/23/2025","77","RQ"
"PER","DSANDS","","06/16/2025","06/23/2025","128","RQ"
"PER","JFG","","06/16/2025","06/23/2025","51","RQ"
"SYD","D5","","06/16/2025","06/23/2025","77","RQ"
"SYD","DSANDS","","06/16/2025","06/23/2025","122","RQ"
"SYD","JFG","","06/16/2025","06/23/2025","23","RQ"
"ADL","D5","","06/23/2025","06/30/2025","77","RQ"
"ADL","DSANDS","","06/23/2025","06/30/2025","132","RQ"
"ADL","JFG","","06/23/2025","06/30/2025","25","RQ"
"ASP","D5","","06/23/2025","06/30/2025","79","RQ"
"ASP","DSANDS","","06/23/2025","06/30/2025","131","RQ"
"ASP","JFG","","06/23/2025","06/30/2025","68","RQ"
"BME","D5","","06/23/2025","06/30/2025","128","RQ"
"BME","DSANDS","","06/23/2025","06/30/2025","139","RQ"
"BME","JFG","","06/23/2025","06/30/2025","92","RQ"
"BNE","D5","","06/23/2025","06/30/2025","77","RQ"
"BNE","DSANDS","","06/23/2025","06/30/2025","131","RQ"
"BNE","JFG","","06/23/2025","06/30/2025","26","RQ"
"CNS","D5","","06/23/2025","06/30/2025","77","RQ"
"CNS","DSANDS","","06/23/2025","06/30/2025","131","RQ"
"CNS","JFG","","06/23/2025","06/30/2025","23","RQ"
"DWN","D5","","06/23/2025","06/30/2025","84","RQ"
"DWN","DSANDS","","06/23/2025","06/30/2025","132","RQ"
"DWN","JFG","","06/23/2025","06/30/2025","72","RQ"
"EXM","D5","","06/23/2025","06/30/2025","98","RQ"
"EXM","DSANDS","","06/23/2025","06/30/2025","139","RQ"
"EXM","JFG","","06/23/2025","06/30/2025","92","RQ"
"HBA","JFG","","06/23/2025","06/30/2025","32","RQ"
"MEL","D5","","06/23/2025","06/30/2025","77","RQ"
"MEL","DSANDS","","06/23/2025","06/30/2025","122","RQ"
"MEL","JFG","","06/23/2025","06/30/2025","36","RQ"
"PER","D5","","06/23/2025","06/30/2025","77","RQ"
"PER","DSANDS","","06/23/2025","06/30/2025","133","RQ"
"PER","JFG","","06/23/2025","06/30/2025","62","RQ"
"SYD","D5","","06/23/2025","06/30/2025","77","RQ"
"SYD","DSANDS","","06/23/2025","06/30/2025","122","RQ"
"SYD","JFG","","06/23/2025","06/30/2025","23","RQ"
"ADL","D5","","06/30/2025","07/07/2025","77","RQ"
"ADL","DSANDS","","06/30/2025","07/07/2025","135","RQ"
"ADL","JFG","","06/30/2025","07/07/2025","25","RQ"
"ASP","D5","","06/30/2025","07/07/2025","85","RQ"
"ASP","DSANDS","","06/30/2025","07/07/2025","134","RQ"
"ASP","JFG","","06/30/2025","07/07/2025","74","RQ"
"BME","D5","","06/30/2025","07/07/2025","128","RQ"
"BME","DSANDS","","06/30/2025","07/07/2025","139","RQ"
"BME","JFG","","06/30/2025","07/07/2025","116","RQ"
